ibf_product_name,variety_key,name,color_name_cleaned,variety_cleaned
Spray Roses Golden Sensation Yellow,c1a09616-71ef-49e8-aee6-6be52f7af2fe,Spray Roses Golden Sensation yellow,Yellow,Spray Roses Golden Sensation
Yarrow Parker Yellow,03952b57-77b7-4a58-8319-fe4b6401fee5,Yarrow Yellow Parker yellow,Yellow,Yarrow Parker
Mini Carnation Pigeon Dark Pink,6d700333-24b9-422c-952b-b4a81ec26398,Mini Carnation (Spray) Pigeon pink - dark,Dark Pink,Mini Carnation Pigeon
Spray Roses Floreana White,8fa753ab-5273-4115-962a-3e5688f4db42,Spray Roses Floreana white,White,Spray Roses Floreana
Roses Climax Pink,3e7c7b04-1ab2-4a00-a4a3-990ab9f4a487,Roses Climax pink - multiple,Pink,Roses Climax
Garden Roses Rosa Loves Me Pink,6f3fc206-3bef-4f72-a2bf-671241b65e60,Garden Roses Rosa Loves Me pink,Pink,Garden Roses Rosa Loves Me
Roses Cherry Oh Pink,692bcb92-31d6-401a-bd7d-f1d524b23464,Roses Cherry Oh! pink - multiple,Pink,Roses Cherry Oh
Alstroemeria Orange,077cead9-23ad-4026-a9a8-98955982c9da,Alstroemeria Orange orange,Orange,Alstroemeria
Roses Toffee Bronze Bronze,023b9270-dbf2-42e5-bf03-d3d0b2d95d6a,Roses Toffee bronze,Bronze,Roses Toffee Bronze
Ti Leaves Cordyline Red,6694113c-5b1e-4e6c-827b-43e38a7fb9e6,Ti Leaves Cordyline Red red,Red,Ti Leaves Cordyline
Lilies Oriental Yellow,fd255bcc-0237-404e-8021-0cc4befb83a9,Lilies Oriental Yellow 3/5 bl yellow,Yellow,Lilies Oriental
Statice Purple,cca7bf2f-1471-42a4-bd4d-fec92b81954c,Statice Purple purple,Purple,Statice
Lilies Oriental Sorbonne Pink,f5d995a6-5959-463b-8571-1c453e8aaef4,Lilies Oriental Sorbonne 3/5 bl pink,Pink,Lilies Oriental Sorbonne
Anemone Full Star Bicolor White,2eb6f65d-f966-4c15-aace-76b44aee9b09,Anemone Full Star Bicolor White/Violet white - multiple,White,Anemone Full Star Bicolor
Spray Roses Bali Peach,51b9ef8f-7ef2-4238-ad2a-5672e3041940,Spray Roses Bali (color can differ from blush to peach) peach,Peach,Spray Roses Bali
Roses Coffee Break Brown Brown,67b98110-3768-4f58-8afb-dbd315b4e468,Roses Coffee break brown,Brown,Roses Coffee Break Brown
Roses Easter Mixed,c0e75e47-5890-4ee9-a3e5-39decb3713b9,"Roses Easter Assorted (25 Peach, Yellow, White, Pink) mixed",Mixed,Roses Easter
Garden Roses Mayras Bridal Pink,44e65fa0-1676-4d10-8b8b-fa8ddea43f96,Garden Roses Mayras Bridal Pink pink - multiple,Pink,Garden Roses Mayras Bridal
Garden Roses Queens Crown Lavender,2c37495a-a543-43e3-b594-9fe9306e158e,Garden Roses Queens Crown lavender,Lavender,Garden Roses Queens Crown
Hydrangea Select Purple,b26e6342-49f2-4644-beaf-9ca0129edef5,Hydrangea Purple Select (16-17 Cm) purple,Purple,Hydrangea Select
Larkspur Pink,fd216936-d6d6-4b11-8024-5585c8c78bf7,Larkspur Pink pink,Pink,Larkspur
Bouquets Every Day Bq Mixed,22a7991d-060c-4a4c-8a78-b55629b9159a,Bouquets Every Day BQ7635 mixed,Mixed,Bouquets Every Day Bq
Dianthus Solomio Cas Light Pink,73bcc1a7-2e09-423d-ab4c-b439eebb6ad2,Dianthus Solomio Cas pink - light,Light Pink,Dianthus Solomio Cas
Roses Tiara Lavender,a967f68a-a6ab-497c-a5ad-a6bcc11538ec,Roses Tiara lavender,Lavender,Roses Tiara
Carnation Antiqua Lavender,2deddd29-c5e8-48a4-a90a-30369436a9ec,Carnation Antiqua lavender - multiple,Lavender,Carnation Antiqua
Lisianthus Double Balboa Purple,b677457c-ac98-42ad-b2fd-629e04af198b,Lisianthus Double Balboa Purple purple,Purple,Lisianthus Double Balboa
Aster Spray Solidago Red,6069b93c-fe61-4d03-8ee8-8935735ac7bd,Aster Spray Solidago Red (Airbrushed) (Tinted/ Dyed) red,Red,Aster Spray Solidago
Snapdragons Orange,42997f80-812e-423c-9ed4-e600dfdbb818,Snapdragons Orange orange,Orange,Snapdragons
Sunflower Pro Yellow,4741cc48-86da-4a83-81aa-340386bf34da,Sunflower Pro-cut yellow - multiple,Yellow,Sunflower Pro
Roses Moody Blues Lavender,e865e5d2-b621-4c0d-9bf3-274e831a2c2e,Roses Moody Blues lavender,Lavender,Roses Moody Blues
Stock Redisch Purple,306fd629-2147-42aa-949f-4dc0432692c1,Stock Redisch Purple purple,Purple,Stock Redisch
Astrantia Million Stars White,c716608f-f9b7-43a3-a96c-30a0a972171f,Astrantia Million Stars white,White,Astrantia Million Stars
Stock Light Pink,7dc29cc5-d734-449a-922c-60621994b4ed,Stock Light Pink pink - light,Light Pink,Stock
Chrysanthemum Spray Pom Cushion Artic Queen White,47ac6dce-9eb1-45e4-b4fd-d1f699ea694c,Chrysanthemum Spray Pom Cushion Artic Queen white,White,Chrysanthemum Spray Pom Cushion Artic Queen
Roses Leonidas Brown Brown,0a161631-b95f-423b-9193-91511f44bc2d,Roses Leonidas brown,Brown,Roses Leonidas Brown
Monstera Deliciosa M Green,b78a9905-7f7b-4bae-a52d-7cea5b9eeff5,Monstera Deliciosa M (15 inch diameter) green,Green,Monstera Deliciosa M
Ranunculus Elegance Orange,f9e91539-2607-4213-88f6-5192841e8237,Ranunculus Elegance Orange orange,Orange,Ranunculus Elegance
Roses News Flash Yellow,17ef0673-a43b-4099-833a-c6932d681959,Roses News Flash yellow - multiple,Yellow,Roses News Flash
Lisianthus Double Cream,178869b0-d87d-4252-a631-3ef497832cd9,Lisianthus Double White/ Cream cream,Cream,Lisianthus Double
Spray Roses Mikado White,cfbc6707-fff5-4056-b668-d57e416aef1e,Spray Roses White Mikado (Cream - Blush) white - multiple,White,Spray Roses Mikado
Spray Roses Lydia Pink,3d05d1ad-64e4-4e85-8477-8b2ad17180e0,Spray Roses Lydia pink,Pink,Spray Roses Lydia
Ranunculus Pink,4fa9d5fb-da93-48f8-840b-9810033c012a,Ranunculus Pink pink,Pink,Ranunculus
Spray Roses Babe Orange,41d3582f-d122-4491-b808-a2b12c90927d,Spray Roses Babe orange,Orange,Spray Roses Babe
Lilies La Hybrids Orange,33fdac47-27e0-4f3c-9ac0-9506ca92677f,Lilies LA Hybrids Orange 3/5 bl orange,Orange,Lilies La Hybrids
Roses Chocolate White,523e19fa-b9d3-4196-a90c-ce1b28b2820c,Roses White Chocolate white,White,Roses Chocolate
Spray Roses Majolika Light Pink,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,Spray Roses Majolika pink - light,Light Pink,Spray Roses Majolika
Sunflower Tavor Double Yellow,54419e6d-c447-4fb4-80d8-6e24707f4084,Sunflower Tavor Double yellow,Yellow,Sunflower Tavor Double
Roses Avalanche White,ff25c529-5ac1-4404-a678-f8eb50c60872,Roses Avalanche white,White,Roses Avalanche
Roses Cool Water Lavender,13dc59bb-fe49-454f-bf15-40c0655ef9ce,Roses Cool Water lavender,Lavender,Roses Cool Water
Sunflower Center Petite Yellow,afae1454-294d-40a4-8f28-628f08616bdc,Sunflower Green Center Petite yellow - multiple,Yellow,Sunflower Center Petite
Carnation White,091560ba-78a3-4c6c-b0f6-3729d9a26b38,Carnation White white,White,Carnation
Roses Mixed,aa959589-3bef-4fbd-8440-efa888aaf3fc,"Roses Assorted (25 Red, Whtie, Pink, Novelty) mixed",Mixed,Roses
Ranunculus Elegance Pink,2d7083c2-fadb-4a2f-acb8-899b7a343306,Ranunculus Elegance Hot Pink pink - multiple,Pink,Ranunculus Elegance
Roses Tinted Rainbow,2423893a-b468-4b6d-9d62-ea0d4e065064,Roses tinted/dyed toppings Rainbow Assorted (Tinted/ Dyed) Rainbow,Rainbow,Roses Tinted
Stock Mixed,0f6112ef-bf40-4bc4-a053-f6766e388199,"Stock Assorted (40 Pink , 20 Reddisch Purple) mixed",Mixed,Stock
Anemone Full Star Purple,443a6f6c-ecd7-4a82-addf-e75874503527,Anemone Full Star Blue/ Purple purple - multiple,Purple,Anemone Full Star
Delphinium Elatum Black Velvet Dark Purple,3185b3b3-66a8-4392-a083-5cf80e44f90f,Delphinium Elatum Black Velvet purple - dark,Dark Purple,Delphinium Elatum Black Velvet
Lisianthus Double Mariachi Pink,14a32cf2-04a4-4cfe-9d15-72b72594a563,Lisianthus Double Mariachi Pink pink - multiple,Pink,Lisianthus Double Mariachi
Roses Curiosa Lavender,277c44d1-8d6d-4103-a2be-9a347e1191a6,Roses Blue Curiosa lavender,Lavender,Roses Curiosa
Aster Spray Carnival Solidago White,d461d345-8bb6-4224-a677-03fd9f9c14df,Aster Spray Carnival Solidago White white,White,Aster Spray Carnival Solidago
Roses Esperance Pink,8ac54afc-844a-4fd6-bf75-9b9c38ca6cff,Roses Esperance pink - multiple,Pink,Roses Esperance
Dianthus Solomio Ard White,2c1e8cff-5e38-455c-9bf9-bed60f41c420,Dianthus Solomio Ard white,White,Dianthus Solomio Ard
Roses Blizzard White,4e8e24fc-d36d-4be8-8635-74c724a2b2a3,Roses Blizzard white,White,Roses Blizzard
Aster Solidago Tara Yellow,1546d950-569b-4403-a487-1a6794f26d5f,Aster Solidago Tara Gold yellow,Yellow,Aster Solidago Tara
Spray Roses Babe Yellow,c988654b-7a11-4e10-bdc2-d54ca771c029,Spray Roses Yellow Babe yellow,Yellow,Spray Roses Babe
Delphinium Belladonna Dark Dark Blue,88f6174f-e8a1-4c00-b99f-7938f1179e1f,Delphinium Belladonna Dark Blue blue - dark,Dark Blue,Delphinium Belladonna Dark
Mini Calla Purple,472caf29-a349-4314-bba8-43acb3357868,Mini Calla Purple purple,Purple,Mini Calla
Mini Calla Yellow,d3bee0a2-d5f6-4638-88c6-e7153f47c3bb,Mini Calla Yellow yellow,Yellow,Mini Calla
Roses Akito White,6958ab90-871d-4d3e-be35-11a496e2118d,Roses Akito white,White,Roses Akito
Lilies Oriental Pink,c44855b1-970f-4833-9e74-cd91e334f0b6,Lilies Oriental Hot Pink 3/5 bl pink - multiple,Pink,Lilies Oriental
Lilies La Hybrids White,72e4770c-4184-4386-bd95-49f33ce56f4d,Lilies LA Hybrids White 3/5 bl white,White,Lilies La Hybrids
Chrysanthemum Spray Pom Daisy Yellow,26a4abc6-e9fb-4123-947e-f7ba8d3a30f8,Chrysanthemum Spray Pom Daisy Yellow yellow,Yellow,Chrysanthemum Spray Pom Daisy
Peony Festiva Maxima A Grade White,0991de47-9bd2-4bd0-9819-06d60112294a,Peony Festiva Maxima A grade (30mm) white - multiple,White,Peony Festiva Maxima A Grade
Chrysanthemum Disbuds Dark Purple,eb5da0d9-dbaa-40e3-a06d-d3e169b0b23a,Chrysanthemum Disbuds/ Mums Cremon Tornado purple - dark,Dark Purple,Chrysanthemum Disbuds
Mini Calla Zazu Pink,b342e0b5-d9b7-4cbc-a389-b60448a6856f,Mini Calla Zazu pink,Pink,Mini Calla Zazu
Lisianthus Double Mixed,0767b5f8-b257-4c86-9940-a4aa574fa955,Lisianthus Double Assorted mixed,Mixed,Lisianthus Double
Gypsophilia Gypsophilia Xlence Apricot Coral,399b7343-a359-48bc-97cb-941964653212,Gypsophilia (Babys breath) Gypsophilia Xlence Apricot 250 gr. (tinted/ dyed) 10 st/bu coral,Coral,Gypsophilia Gypsophilia Xlence Apricot
Hydrangea Dark Mini Green,1fa1ecea-329d-4f19-8735-9d76b64075f7,Hydrangea Dark Green Mini green,Green,Hydrangea Dark Mini
Eucalyptus Willow Green,696c4355-53f4-4657-a13d-e38586274ceb,Eucalyptus Willow green,Green,Eucalyptus Willow
Olive Olive Foliage Green,2c8fe3d1-a2ab-4861-acd2-491db601a17f,Olive Olive Foliage green,Green,Olive Olive Foliage
Bouquets Exclusive Line Winter Passion Red,6e50da3c-82ff-4a71-824d-a34780f34416,Bouquets Exclusive Line Winter Red Passion red - multiple,Red,Bouquets Exclusive Line Winter Passion
Ranunculus Salmon Orange,8cffe044-c25e-4e90-aae4-136c4776bf3b,Ranunculus Salmon (The color may vary Salmon / Orange / Peach) orange - multiple,Orange,Ranunculus Salmon
Hydrangea Light Mini Light Green,9ebcc0af-25d3-4d61-8ea4-a484d9d8891b,Hydrangea Light Green Mini green - light,Light Green,Hydrangea Light Mini
Iris Hong Kong Purple,54d045ed-eddf-464b-879d-0b0fdf2898f8,Iris Hong Kong purple,Purple,Iris Hong Kong
Ligustrum Jack Frost Variegated Variegated,b5f3e642-74c8-4647-966c-eeb4f236cbc6,Ligustrum Jack Frost variegated,Variegated,Ligustrum Jack Frost Variegated
Roses Art Deco Pink,821f52ef-bec0-49b4-b9a9-75c0f3f0d508,Roses Art Deco pink - multiple,Pink,Roses Art Deco
David Austin Garden Roses Constance Pink,2599e1c4-da18-4742-9317-1b08cb834f29,David Austin Garden Roses Constance *Fragrance* pink,Pink,David Austin Garden Roses Constance
Roses Creme De La Creme Cream,d61e9ba0-f0fb-4e89-9430-0700984ce20c,Roses Creme de la Creme cream,Cream,Roses Creme De La Creme
Dianthus Wicky Green,13318cc5-9cdf-4821-a8c7-2a5b37c5069c,Dianthus Green wicky green,Green,Dianthus Wicky
Garden Roses Princess Miyuki White,f7bfae99-ee27-421d-ae8b-f4d85ac82725,Garden Roses Princess Miyuki (First Snow) white,White,Garden Roses Princess Miyuki
Roses Mothers Day Mixed,a8478330-d443-4706-9dd0-d8beb3287722,"Roses Mothers Day Assorted (25 Yellow, White, Pink, Purple) mixed",Mixed,Roses Mothers Day
Spray Roses Antigua Peach,1f9b4696-a874-4ceb-bda8-57e838bf4db3,Spray Roses Antigua peach,Peach,Spray Roses Antigua
Roses Frutteto Light Pink,c868ec55-4528-49e0-99c3-d31c6552a2c6,Roses Frutteto pink - light,Light Pink,Roses Frutteto
Hypericum Coco Casino Pink,fd1a4d17-3895-4ba9-848d-5bd0333555cd,Hypericum Coco Casino pink,Pink,Hypericum Coco Casino
Roses Silantoi Yellow,1294f5f7-8527-4b8f-bfcc-6f4f10388b9c,Roses Silantoi yellow - multiple,Yellow,Roses Silantoi
Lisianthus Double Misty Pink,79d3d9f7-54c5-4aa4-bac9-96cb1bf2fbc4,Lisianthus Double Misty Pink pink - multiple,Pink,Lisianthus Double Misty
Roses Tinted Purple,528721c9-37de-4bcf-a038-e3b1c90484cf,Roses tinted/dyed toppings Splash purple - multiple,Purple,Roses Tinted
Roses High Magic Yellow,3d79707e-8248-40c3-b2c6-468ee560e909,Roses High & Yellow Magic yellow - multiple,Yellow,Roses High Magic
Statice Purple,b019a038-6f89-4e09-924f-6c198181c10a,Statice Blue (color purple/ lavender) purple,Purple,Statice
Oncidium Yellow,d8e7d39e-b1a0-4b21-833b-07593c79006a,Oncidium Yellow (stem) yellow,Yellow,Oncidium
Gerbera Large Flowered Pink,da0b4f24-89c4-44b4-8483-b8bc2c938329,Gerbera Large Flowered Hot Pink pink - multiple,Pink,Gerbera Large Flowered
Mini Calla Red,b23e4928-c914-4a09-9f07-fb20b28ec6af,Mini Calla Red red,Red,Mini Calla
Roses Skyfire Orange,695e7023-8fbd-428d-a241-5b2ba3bb4d0a,Roses Skyfire orange - multiple,Orange,Roses Skyfire
Mini Carnation Bosanska Pink,c70c9ddd-32cb-4057-a046-e72ebea4753e,Mini Carnation (Spray) Bosanska pink,Pink,Mini Carnation Bosanska
Spray Roses Snow Dance White,6731e49f-dcde-45ab-8684-44d642b16472,Spray Roses Snow Dance white,White,Spray Roses Snow Dance
Preserved Roses Simple Dark Blue,5c0e6696-ce79-4c1b-905c-76055a3ed30b,Preserved Roses Simple Blue blue - dark,Dark Blue,Preserved Roses Simple
Garden Roses Tiara Lavender,022ee1e8-7a8e-43e0-8839-d7e7c0c2c176,Garden Roses Tiara lavender,Lavender,Garden Roses Tiara
Lisianthus Double Alissa Pink,32a785d6-961d-4576-8f86-3f94bc6c9dd0,Lisianthus Double Alissa Pink pink,Pink,Lisianthus Double Alissa
Stars Of Beth Star Orange,3927512f-081d-4593-a65a-582a68485366,Stars of Beth Orange star orange,Orange,Stars Of Beth Star
Anemone Purple,fb7b8740-e49b-4470-b4c5-f1eb4282b2dd,Anemone Blue (color is purple/ blue) purple,Purple,Anemone
Carnation Farida Lavender,9543b07a-1958-4fb1-b397-d2d95adbd3e8,Carnation Farida lavender,Lavender,Carnation Farida
Box Combo Limbo Tropical Flower Mixed,52742c14-52f9-4b8b-b16e-9a2719dbb4bb,Mixed box Combo Limbo Tropical Flower Assorted mixed,Mixed,Box Combo Limbo Tropical Flower
Dendrobium Hybrid Miss Teen Lavender,b683ea36-649a-466b-b272-4b7018d89408,Dendrobium Hybrid Miss Teen (Stems) lavender - multiple,Lavender,Dendrobium Hybrid Miss Teen
Lilies Oriental Mixed,0280f441-66ab-469a-a45e-c780c8aa15de,Lilies Oriental Assorted 3/5 bl mixed,Mixed,Lilies Oriental
Garlands Seeded Eucalyptus Green,f3d199c4-f186-434c-8cf6-5b962d2dbcf6,Garlands Seeded Eucalyptus 10ft/ Box green,Green,Garlands Seeded Eucalyptus
Palm Phi Xantal Green,a3c2d254-2dcd-43dd-9252-e00d7296e465,Palm Phi Xantal green,Green,Palm Phi Xantal
Carnation Doncel Light Pink,abc65461-0901-44ac-bb67-15c814a06de8,Carnation Doncel pink - light,Light Pink,Carnation Doncel
Carnation Dandy Orange,e89d2046-b01d-41e6-becc-e17285e82dcf,Carnation Orange Dandy orange,Orange,Carnation Dandy
Roses Latina Yellow,b06ba03b-df5a-4b34-9300-13c53a42a55a,Roses Latina yellow,Yellow,Roses Latina
Protea Susara Peach,732d3c81-fc4d-4e79-b631-424313d88b99,Protea Susara peach,Peach,Protea Susara
Dusty Miller Flat Leaf Silver,3bb0aeea-eaab-45de-bf8b-5ef733a1dc8b,Dusty Miller Flat Leaf silver,Silver,Dusty Miller Flat Leaf
Roses Amelia Cream,4e8bcd2d-6297-4385-874d-9b97658d743a,Roses Amelia cream,Cream,Roses Amelia
Gerbera Large Flowered Pre Pink,43f230d5-6d0b-449e-9f71-264611d36278,Gerbera Large Flowered Pre-Intenzz pink,Pink,Gerbera Large Flowered Pre
Roses High Bonita Pink,6b6cf1a4-420d-4eeb-be5f-09446be8acf3,Roses High & Bonita pink,Pink,Roses High Bonita
Roses Rosita Vendela Light Pink,e7c66a8e-3d29-41dd-b7aa-65b4c966017b,Roses Rosita Vendela pink - light,Light Pink,Roses Rosita Vendela
Roses Black Magic Dark Red,91e45cb3-ed92-45dd-8031-39eebd5b0669,Roses Black Magic red - dark,Dark Red,Roses Black Magic
Waxflower Hybrid Pink,06accb45-63c9-46ea-b0e0-3ff72a632663,Waxflower Hybrid Pink (Shade Varies) pink,Pink,Waxflower Hybrid
Ranunculus Elegance Yellow,1f0e0c98-b436-47b6-a069-891b52b127d3,Ranunculus Elegance Yellow yellow,Yellow,Ranunculus Elegance
Limonium Pina Colada Burgundy,636d072f-474a-4a32-9c36-5c8cd5b8e794,Limonium Pina Colada Burgundy (tinted/ dyed) burgundy,Burgundy,Limonium Pina Colada
Alstroemeria Yellow,71962e5e-eba3-4a5a-b902-efb4a4529703,Alstroemeria Yellow yellow,Yellow,Alstroemeria
Delphinium Elatum River White,f101a24a-7fa0-4f0d-b095-395e4634a7fe,Delphinium Elatum White River white,White,Delphinium Elatum River
Ilex Verticillata Red,d9aaef29-095c-414d-9394-c56e43f6a7d3,Ilex (holly) Verticillata red,Red,Ilex Verticillata
Myrtle Mini Green,0af355db-5fe1-4731-9d92-78fa96b00bea,Myrtle Mini green,Green,Myrtle Mini
Limonium Stream Lavender,f95d7a19-ec32-487b-872c-382993f02eb9,Limonium Blue Stream lavender - multiple,Lavender,Limonium Stream
Hydrangea Lime Select Lime Lime Green,33c8990a-0114-456e-9e97-373fd4ad3b72,Hydrangea Lime Green Select (16-17 cm) lime green,Lime Green,Hydrangea Lime Select Lime
Lilies La Hybrids Bach White,9408ba3f-eac5-44d0-9d39-cd8a41b199ef,Lilies LA Hybrids Bach 3/5 bl white,White,Lilies La Hybrids Bach
Aster Spray Carnival Solidago Pink,83d94b82-4b30-4fad-8cb9-d52fa595744a,Aster Spray Carnival Solidago Pink pink,Pink,Aster Spray Carnival Solidago
Acacia Feather Purple,6923288c-5495-4c56-afe2-86b2e1d490e1,Acacia Purple Feather purple - multiple,Purple,Acacia Feather
Roses Faith Light Pink,2bef2294-90df-49da-8bfd-0ee960791b68,Roses Faith pink - light,Light Pink,Roses Faith
Sweet Peas Lavender,3a03e127-d8a4-4302-9254-3036e10a03af,Sweet Peas Lavender lavender - multiple,Lavender,Sweet Peas
Gerbera Mini Dorito Orange,640347f3-6ec4-4e44-a35d-ea90d5dd47f6,Gerbera Mini Dorito orange,Orange,Gerbera Mini Dorito
Gypsophilia Mirabella White,ff9e22ee-97e7-445a-a62e-74a4a29a801a,Gypsophilia (Babys breath) Mirabella 250 gr. 7 st/bu white,White,Gypsophilia Mirabella
Tulips Single Dow Jones Orange,dd272ef2-aa42-4d62-bc91-82a3a90b3fc1,Tulips Single Dow Jones orange - multiple,Orange,Tulips Single Dow Jones
Eucalyptus Seeded Silver,7179c79c-1c54-425b-bba6-b5b4382e6a9c,Eucalyptus Seeded Silver (tinted/ dyed) silver,Silver,Eucalyptus Seeded
Veronica Skyler Pink,9faa1bc7-000e-448f-9bd6-01cba8153d65,Veronica Skyler Pink pink,Pink,Veronica Skyler
Roses Deep Lavender,3b7ffa2c-5f8a-4605-b1d5-dacf26765934,Roses Deep Silver lavender,Lavender,Roses Deep
Dusty Miller Dust Silver,77698051-620e-41f0-83c6-fc7093641d9e,Dusty Miller Silver Dust silver,Silver,Dusty Miller Dust
Garden Roses Ohara Mixed,27704de6-89b4-4baf-b4bd-b590eac17dd6,"Garden Roses Ohara Assorted (25 White, 25 Pink) mixed",Mixed,Garden Roses Ohara
Stock Spray Double White,bcb48e35-3482-41ca-9b66-32b5afd20e07,Stock Spray Double White white,White,Stock Spray Double
Spray Roses Gem Star Dark Pink,dd1843b3-5ad6-45d2-9c81-156c32f00951,Spray Roses Gem Star pink - dark,Dark Pink,Spray Roses Gem Star
Sunflower Yellow,cee39a50-5523-49f5-9fac-91ae146446a1,Sunflower Yellow yellow,Yellow,Sunflower
Rose Petals Fresh Petals White,cbc0a6c2-ac7b-4242-a8f4-544c0503c129,Rose Petals Fresh Petals White (360 Petals/ Plastic Bag) white,White,Rose Petals Fresh Petals
Hydrangea Select Grade Mixed,14a3155a-6df8-412a-abc3-8401688ef1ed,"Hydrangea Select Grade Assorted (50% White, Blue) (16-17cm) mixed",Mixed,Hydrangea Select Grade
Carnation Komachi Pink,c12fdaaf-a7ad-4b88-9489-f6912edf061f,Carnation Komachi pink - multiple,Pink,Carnation Komachi
Eucalyptus Gum Drop Green,2be75024-935a-4973-b0b4-0da0ae2961ef,Eucalyptus Gum Drop green,Green,Eucalyptus Gum Drop
Garden Roses Mayras Salmon Salmon,2fc0dedf-e804-4325-8d35-42b4f0335cfc,Garden Roses MayraS Peach salmon,Salmon,Garden Roses Mayras Salmon
Bouvardia Sweet Roza Pink,e329f8a2-3db9-4fc6-93b9-d02fa469d052,Bouvardia Sweet Roza pink,Pink,Bouvardia Sweet Roza
Sunflower Vincent Choice Dark Yellow,271aac77-6a00-49d2-839c-16000fceb770,Sunflower Vincent Choice yellow - dark,Dark Yellow,Sunflower Vincent Choice
Veronica Pink,9d57cd8b-410a-4281-80cf-a66024c543ae,Veronica Pink pink,Pink,Veronica
David Austin Garden Roses Darcey Raspberry Raspberry,0389f65d-9ccc-4b3c-b424-ffa984bd596c,David Austin Garden Roses Darcey raspberry,Raspberry,David Austin Garden Roses Darcey Raspberry
Eucalyptus Gunni Green,04daffb5-a8f5-40e3-9b78-31209df08341,Eucalyptus Gunni green - multiple,Green,Eucalyptus Gunni
Delphinium Belladonna Mixed,52421a28-6353-4f5b-a3e8-42c714a3047f,"Delphinium Assorted Belladonna (Blue, Light Blue) mixed",Mixed,Delphinium Belladonna
Photinia Dark Red,e0089f89-d2c8-491c-abc8-d473630254ff,Photinia Red red - dark,Dark Red,Photinia
Hydrangea Select Grade Mixed,7be89b31-e4ff-4a9c-989a-7697f4229b50,"Hydrangea Select Grade Assorted (10 Mini Green, 5 White, 5 Blue) mixed",Mixed,Hydrangea Select Grade
Amaranthus Upright Burgundy,fbeeb4c0-1e58-46ef-bdcc-25db333350f7,Amaranthus Upright Red burgundy,Burgundy,Amaranthus Upright
Roses Tara Yellow,55541f2e-840c-4ad7-9642-c50a414a374c,Roses Tara yellow,Yellow,Roses Tara
Roses Espana Orange,ed3e737d-0cb6-4ace-8dd5-49df50f7941a,Roses Espana orange,Orange,Roses Espana
Lilies La Hybrids Brindisi Light Pink,3867686a-af0b-4fa4-b286-22ee22d9ef73,Lilies LA Hybrids Brindisi 3/5 Bl pink - light,Light Pink,Lilies La Hybrids Brindisi
Boxwood African Green,225abf81-381d-4705-aace-4d91ef744f27,Boxwood African green,Green,Boxwood African
Ranunculus Butterfly Hades Red,c3be2018-6321-4ea5-b44f-d7370524fc84,Ranunculus Butterfly Hades red - multiple,Red,Ranunculus Butterfly Hades
Lisianthus Double Alissa White,6467e109-a628-4efb-89f6-63d2e2454ba0,Lisianthus Double Alissa White white,White,Lisianthus Double Alissa
Dianthus Solomio Edo Burgundy,20a546bd-813d-4c7b-8eb3-bb5474c72f69,Dianthus Solomio Edo burgundy,Burgundy,Dianthus Solomio Edo
Berries Pepperberry Green,b1d01bf8-78f3-4cc0-879a-bfef0e98ef0a,Berries Pepperberry - Foliage & berries green - multiple,Green,Berries Pepperberry
Chrysanthemum Spray Pom Daisy Alero Aprico Apricot Apricot,8ade6171-ee2e-4f05-99a6-eb41b364051a,Chrysanthemum Spray Pom Daisy Alero Aprico apricot,Apricot,Chrysanthemum Spray Pom Daisy Alero Aprico Apricot
Ranunculus Elegance Violet Purple,da74eb39-250a-4bee-b5e2-e97464c5b802,Ranunculus Elegance Violet/ Viola purple,Purple,Ranunculus Elegance Violet
Alstroemeria Red,56cfbb87-dabe-4071-b3db-e2ac521a610f,Alstroemeria Red red,Red,Alstroemeria
Gypsophilia Gypsophilia Xlence Raspberry Raspberry,1265fd5c-8e27-4fc7-a6de-4d75255d8125,Gypsophilia (Babys breath) Gypsophilia Xlence Raspberry 250 gr. (tinted/ dyed) 6 st/bu raspberry,Raspberry,Gypsophilia Gypsophilia Xlence Raspberry
Carnation Randal White,996513a0-7bde-4685-9df1-a17809737160,Carnation Randal white,White,Carnation Randal
Eucalyptus Seeded Cupped Green,c7a3cc67-aedb-43bf-a07f-2222609e4dec,Eucalyptus Seeded Cupped green - multiple,Green,Eucalyptus Seeded Cupped
Fern Coontie Green,26c15c34-b0bb-4fbf-8771-36ec6de9b9a4,Fern Coontie green,Green,Fern Coontie
Pincushion Proteas High Yellow,74bb3db9-a4d7-44cf-b328-d20f59c0139c,Pincushion Proteas High Gold yellow,Yellow,Pincushion Proteas High
Garden Roses Country Sun Yellow,7db1122a-d259-40f3-ab98-5bda7906da34,Garden Roses Country Sun yellow,Yellow,Garden Roses Country Sun
Roses Silvery Light Lavender,cc8e46fa-2e67-47cb-8878-b26a1c44f15d,Roses Silvery Light lavender,Lavender,Roses Silvery Light
Garden Roses Beatrice Peach,cce661e4-e02e-4b0a-a223-6daf1c427f9d,Garden Roses Beatrice peach,Peach,Garden Roses Beatrice
Chrysanthemum Disbuds White,976b6da7-fa90-4489-9f25-9a92133a72f0,Chrysanthemum Disbuds/ Mums Football Magnum white,White,Chrysanthemum Disbuds
Limonium Pina Colada Light Red,3ee1a684-0b41-4f01-a842-3f92d3d7c33a,Limonium Pina Colada Light Red (tinted/ dyed) red,Red,Limonium Pina Colada Light
